property_type,price_aprox_usd,surface_covered_in_m2,state,lat,lon
apartment,114856.53,60.0,Distrito Federal,19.3605334,-99.2267067
house,237145.4,275.0,Distrito Federal,19.3792043,-99.2576155
apartment,629603.48,191.0,Distrito Federal,19.4189954,-99.1614091
apartment,247685.14,80.0,Distrito Federal,19.426753,-99.1618449
apartment,469020.9,250.0,Quintana Roo,21.1116462144,-86.7654758692
house,555000.0,380.0,Quintana Roo,21.1010425,-86.845249
apartment,247685.19,105.0,Distrito Federal,19.4202091,-99.1695901
house,785214.77,650.0,Distrito Federal,19.3251419,-99.2229219
house,185500.4,160.0,Distrito Federal,19.2923284,-99.2181291
apartment,129674.58,113.0,Distrito Federal,19.383364,-99.168089
apartment,322027.85,159.0,Quintana Roo,21.129547,-86.817017
house,36880.53,72.0,Distrito Federal,19.387764,-99.205826
apartment,39205.75,85.0,Distrito Federal,19.501421,-99.172919
house,210795.91,240.0,Distrito Federal,19.3248768,-99.2331489
apartment,320000.0,101.0,Solidaridad,20.635036,-87.063552
house,152300.04,158.0,Distrito Federal,19.402752,-99.098587
apartment,71653.61,100.0,Distrito Federal,19.391819,-99.188639
house,150192.08,260.0,Distrito Federal,19.496761,-99.075081
apartment,950000.0,500.0,Quintana Roo,21.1632822181,-86.8091583252
apartment,24460.33,60.0,Distrito Federal,19.409843,-99.125509
apartment,241540.49,267.0,Quintana Roo,21.110993144,-86.8539766967
apartment,79029.72,50.0,Distrito Federal,19.404661,-99.133858
apartment,35631.86,60.0,Distrito Federal,19.362795,-99.218987
house,705000.0,665.0,Quintana Roo,21.129547,-86.817017
house,142516.93,137.0,Distrito Federal,19.301248,-99.14055
apartment,347807.98,220.0,Distrito Federal,19.386923,-99.18966
apartment,89412.56,80.0,Distrito Federal,19.390271,-99.151588
house,721976.0,780.0,Distrito Federal,19.401079,-99.24807
apartment,395000.0,233.0,Quintana Roo,20.63196,-87.072636
apartment,490000.0,250.0,Quintana Roo,21.129547,-86.817017
house,210745.93,250.0,Distrito Federal,19.362864,-99.173988
apartment,26071.9,50.0,Distrito Federal,19.355805,-99.205849
apartment,209165.34,57.0,Distrito Federal,19.432471,-99.172571
apartment,340354.68,167.0,Distrito Federal,19.388654,-99.172531
apartment,727245.89,430.0,Distrito Federal,19.425873,-99.2246417
house,461006.73,460.0,Quintana Roo,21.0537444932,-86.8486404419
apartment,237089.17,112.0,Distrito Federal,19.432657,-99.177444
house,550000.0,350.0,Quintana Roo,20.613375,-87.089897
apartment,164984.69,63.0,Distrito Federal,19.3900682,-99.1565398
house,595000.0,341.0,Quintana Roo,23.634501,-102.552788
apartment,167964.51,83.0,Distrito Federal,19.305561,-99.171219
apartment,195000.0,115.0,Quintana Roo,20.503706,-87.224314
apartment,197574.31,152.0,Distrito Federal,19.364515,-99.15359
apartment,116331.75,100.0,Distrito Federal,19.299715,-99.110003
house,670000.0,415.0,Quintana Roo,20.6115266726,-87.0917290449
apartment,107470.81,70.0,Distrito Federal,19.408904,-99.174556
apartment,295044.3,82.5,Distrito Federal,19.4067983,-99.1639239
apartment,68228.99,95.0,Distrito Federal,19.364891,-99.148384
house,20284.29,59.0,Quintana Roo,21.192402,-86.834587
apartment,160682.55,112.0,Distrito Federal,19.386852,-99.194748
house,421591.82,800.0,Quintana Roo,21.0792344409,-86.8578929904
apartment,209700.0,53.0,Solidaridad,20.626583,-87.078659
apartment,202842.96,210.0,Quintana Roo,21.161908,-86.8515279
apartment,158822.35,87.0,Distrito Federal,19.364967,-99.1428406
house,21295.65,0.0,Distrito Federal,19.441147,-99.16983
apartment,160693.77,107.0,Distrito Federal,19.31541,-99.111758
apartment,760000.0,195.0,Distrito Federal,19.435564,-99.203993
house,73708.39,145.0,Quintana Roo,21.130922,-86.864609
house,803440.71,444.0,Distrito Federal,19.357464,-99.207909
house,157569.94,160.0,Distrito Federal,19.315841,-99.131778
house,183594.79,150.0,Distrito Federal,19.301231,-99.161282
apartment,168636.73,175.0,Quintana Roo,21.1608002,-86.8565388
apartment,39514.86,60.0,Distrito Federal,19.427249,-99.161264
house,560000.0,380.0,Quintana Roo,21.1645378696,-86.8207535148
apartment,350000.0,238.0,Quintana Roo,20.6295586,-87.0738851
house,332978.57,150.0,Distrito Federal,19.490237,-99.135349
house,342462.14,480.0,Quintana Roo,21.106796013,-86.8518539531
house,251788.7,375.0,Distrito Federal,19.2954933,-99.2466454
apartment,229500.0,270.0,Quintana Roo,21.104039,-86.846842
house,422224.14,458.0,Distrito Federal,19.3426347421,-99.2248383164
apartment,474290.8,200.0,Distrito Federal,19.381729,-99.164986
apartment,158000.0,75.0,Quintana Roo,20.6147007313,-87.0930271201
house,147803.03,260.0,Distrito Federal,19.376456,-99.145563
house,50011.33,197.0,Distrito Federal,19.398725,-99.191203
apartment,384702.54,173.0,Distrito Federal,19.381729,-99.164986
apartment,342016.36,205.0,Distrito Federal,19.3189193205,-99.2143709958
apartment,57744.38,69.0,Distrito Federal,19.376456,-99.145563
house,189671.34,264.0,Distrito Federal,19.279017,-99.120479
house,231720.42,304.0,Distrito Federal,19.433274,-99.210758
house,183875.82,195.0,Distrito Federal,19.364742,-99.291454
house,194939.99,180.0,Distrito Federal,19.3443,-99.233696
apartment,75552.41,105.0,Distrito Federal,19.404442,-99.162688
apartment,202605.03,90.0,Distrito Federal,19.409369,-99.171906
house,45415.74,80.0,Solidaridad,20.666122,-87.05862
apartment,49577.98,64.0,Distrito Federal,19.384327,-99.215523
apartment,80635.87,90.0,Distrito Federal,19.472481,-99.182374
apartment,43308.28,60.0,Distrito Federal,19.365484,-99.196619
apartment,100894.61,80.0,Distrito Federal,19.355751,-99.299347
house,790484.67,670.0,Quintana Roo,21.1060011888,-86.8468567729
apartment,204366.63,82.0,Distrito Federal,19.392937,-99.263313
apartment,65608.64,44.0,Distrito Federal,19.417923,-99.148384
store,10537.29,31.0,Distrito Federal,19.368484,-99.286405
apartment,262905.55,109.0,Distrito Federal,19.394073,-99.153915
apartment,830000.0,307.0,Distrito Federal,19.3855147,-99.2533303
store,1950000.0,1500.0,Quintana Roo,20.6251933163,-87.0878076553
house,104582.67,200.0,Distrito Federal,19.50561,-99.0896
apartment,2100000.0,263.0,Distrito Federal,19.434841,-99.194059
house,41095.45,80.0,Quintana Roo,21.129547,-86.817017
house,1053979.56,687.0,Distrito Federal,19.301781,-99.20237
house,136984.85,160.0,Distrito Federal,19.455524,-99.133163
house,316445.34,100.0,Distrito Federal,19.338886,-99.252586
apartment,399900.0,199.0,Quintana Roo,20.629235,-87.074111
apartment,44794.13,52.0,Distrito Federal,19.405014,-99.141464
house,342543.35,250.0,Distrito Federal,19.3376755,-99.2193671
house,250000.0,186.0,Quintana Roo,20.613375,-87.089897
apartment,192924.2,91.0,Distrito Federal,19.372334,-99.190598
house,466275.38,373.0,Distrito Federal,19.3431934,-99.2071435
house,360988.0,382.0,Distrito Federal,19.2826426,-99.2179032
house,165962.42,170.0,Distrito Federal,19.276668,-99.234024
house,143446.61,220.0,Distrito Federal,19.392349,-99.07093
house,100104.31,130.0,Quintana Roo,21.161908,-86.8515279
house,155477.81,260.0,Distrito Federal,19.47707,-99.20698
house,140574.52,160.0,Distrito Federal,19.271181,-99.137314
house,175972.85,432.0,Distrito Federal,19.454331,-99.054082
apartment,210581.95,100.0,Distrito Federal,19.4032833,-99.1821858
apartment,200208.63,230.0,Distrito Federal,19.418637,-99.164242
apartment,47348.86,43.0,Distrito Federal,19.443592,-99.121407
apartment,43093.85,54.0,Distrito Federal,19.316985,-99.073218
house,316118.9,385.0,Quintana Roo,21.082655,-86.857162
apartment,310850.25,80.0,Distrito Federal,19.430766,-99.191251
apartment,184637.45,57.0,Distrito Federal,19.4177154,-99.1788559
apartment,88882.09,90.0,Distrito Federal,19.368335,-99.178389
apartment,131271.04,254.0,Distrito Federal,19.396727,-99.115875
apartment,57955.13,80.0,Distrito Federal,19.337943,-99.12367
apartment,196543.32,166.5,Distrito Federal,19.3390684,-99.2359508
house,189716.32,253.0,Quintana Roo,21.161908,-86.8515279
apartment,92675.52,80.0,Distrito Federal,19.383327,-99.152712
house,169163.71,170.0,Distrito Federal,19.365271,-99.232466
apartment,122011.3,87.0,Distrito Federal,19.3339698585,-99.151263535
apartment,178675.88,90.0,Distrito Federal,19.3819271,-99.1891539
apartment,189934.77,74.0,Distrito Federal,19.366678,-99.170611
house,231775.37,304.0,Distrito Federal,19.433274,-99.210758
apartment,42712.72,90.0,Distrito Federal,19.477389,-99.150971
apartment,35631.86,70.0,Distrito Federal,19.35944,-99.217652
house,3000000.0,665.0,Distrito Federal,19.412307,-99.186206
house,139619.18,250.0,Distrito Federal,19.362488,-99.108269
apartment,20547.72,61.0,Distrito Federal,19.330173,-99.088004
apartment,110641.61,83.0,Distrito Federal,19.368808,-99.112954
house,70563.93,101.0,Quintana Roo,20.6056252733,-87.1102864109
apartment,34395.51,65.0,Distrito Federal,19.527836,-99.169827
apartment,31303.19,50.0,Distrito Federal,19.445829,-99.099647
apartment,205125.5,92.0,Distrito Federal,19.3794059,-99.1591446
apartment,168596.74,82.0,Distrito Federal,19.432657,-99.177444
house,181819.37,224.0,Distrito Federal,19.298168,-99.113106
apartment,97914.7,164.0,Distrito Federal,19.387209,-99.222038
apartment,41104.67,87.0,Quintana Roo,21.1504790713,-86.8528892858
apartment,149107.06,60.0,Distrito Federal,19.4306069,-99.0949899
apartment,38091.59,80.0,Distrito Federal,19.445743,-99.174986
apartment,30835.54,110.0,Distrito Federal,19.282895,-99.166933
house,83982.25,120.0,Distrito Federal,19.305093,-99.247242
apartment,38777.25,54.0,Distrito Federal,19.407816,-99.129707
apartment,46943.65,80.0,Distrito Federal,19.359897,-99.18956
apartment,108449.85,63.0,Distrito Federal,19.370501,-99.139389
apartment,136377.0,75.0,Quintana Roo,21.129547,-86.817017
apartment,68492.42,80.0,Distrito Federal,19.364993,-99.155739
apartment,603403.3,229.0,Distrito Federal,19.392937,-99.263313
apartment,90101.55,164.5,Distrito Federal,19.4182972,-99.1260675
apartment,211000.0,100.0,Solidaridad,20.6295586,-87.0738851
apartment,57955.13,80.0,Distrito Federal,19.389717,-99.05073
apartment,91147.61,90.0,Distrito Federal,19.401507,-99.14682
house,231820.52,330.0,Distrito Federal,19.355751,-99.299347
apartment,27676.2,65.0,Distrito Federal,19.44365,-99.141269
apartment,66384.96,103.0,Distrito Federal,19.36269,-99.150565
house,16600.17,46.0,Quintana Roo,21.180864,-86.85466
house,320333.82,224.0,Distrito Federal,19.394073,-99.153915
apartment,77975.99,60.0,Distrito Federal,19.392025,-99.135302
house,181811.47,450.0,Distrito Federal,19.3557578,-99.0237546
house,642775.1,235.0,Distrito Federal,19.353813,-99.163605
apartment,367575.37,115.0,Distrito Federal,19.4195256,-99.162549
house,231875.5,800.0,Quintana Roo,21.0683147,-86.8465036
apartment,200208.63,110.0,Distrito Federal,19.37717,-99.167282
apartment,77449.13,67.0,Distrito Federal,19.395835,-99.135191
apartment,28645.11,58.0,Distrito Federal,19.329109,-99.127632
apartment,60220.65,80.0,Distrito Federal,19.3268,-99.118822
apartment,1127870.0,199.0,Distrito Federal,19.4342032,-99.2063684
house,760000.0,550.0,Distrito Federal,19.401079,-99.24807
house,249793.15,290.0,Distrito Federal,19.3354254,-99.1338549
house,420537.84,479.0,Distrito Federal,19.396593,-99.133163
apartment,879864.27,200.0,Distrito Federal,19.433173,-99.1863574
apartment,447941.31,147.0,Distrito Federal,19.3042378257,-99.2222929001
apartment,61626.95,95.0,Distrito Federal,19.39942,-99.141673
apartment,341027.19,258.5,Distrito Federal,19.38724,-99.167509
apartment,2000000.0,422.0,Distrito Federal,19.430456,-99.1889121
apartment,159640.04,126.0,Distrito Federal,19.39177,-99.159996
apartment,270000.0,139.0,Quintana Roo,20.2016654,-87.4605774
apartment,149372.72,88.5,Distrito Federal,19.4653758,-99.1589568
apartment,230000.0,135.0,Quintana Roo,20.503029,-87.222649
apartment,158059.45,95.0,Distrito Federal,19.394073,-99.153915
apartment,47673.6,75.0,Distrito Federal,19.456208,-99.126229
house,265000.0,250.0,Quintana Roo,20.4310062,-86.9080654
house,123813.23,120.0,Distrito Federal,19.296821,-99.170847
house,147767.98,260.0,Distrito Federal,19.360285,-99.148336
apartment,52159.61,42.0,Distrito Federal,19.469681,-99.086136
house,131716.2,237.0,Distrito Federal,19.298168,-99.113106
apartment,64857.06,90.0,Distrito Federal,19.461871,-99.129227
apartment,77626.92,73.0,Distrito Federal,19.4495981,-99.1246689
apartment,16859.67,56.0,Distrito Federal,19.304038,-99.047919
apartment,142253.5,55.0,Distrito Federal,19.372684,-99.183678
apartment,197574.31,97.0,Distrito Federal,19.400249,-99.177444
apartment,445000.0,128.0,Solidaridad,20.6295586,-87.0738851
house,315592.03,500.0,Quintana Roo,21.139568,-86.831543
apartment,44151.27,70.0,Distrito Federal,19.33795,-99.123458
apartment,350000.0,98.0,Quintana Roo,20.6456,-87.060983
house,228450.07,991.0,Distrito Federal,19.346949,-99.205196
house,795754.57,499.0,Distrito Federal,19.336697,-99.152534
apartment,175273.11,120.0,Distrito Federal,19.428324,-99.176337
house,123813.23,310.0,Distrito Federal,19.34795,-99.234288
house,39524.23,0.0,Quintana Roo,21.139523,-86.844428
apartment,29578.3,70.0,Distrito Federal,19.383958,-99.101064
apartment,68492.42,65.0,Distrito Federal,19.452253,-99.124704
apartment,57968.87,0.0,Distrito Federal,19.4027115,-99.0709578
house,790297.25,811.0,Distrito Federal,23.634501,-102.552788
apartment,163328.09,90.0,Distrito Federal,19.432657,-99.177444
apartment,76219.79,90.0,Distrito Federal,19.359625,-99.152478
apartment,338774.09,143.0,Distrito Federal,19.417661,-99.177753
house,49258.7,90.0,Distrito Federal,19.410177,-99.08268
apartment,230000.0,134.0,Quintana Roo,21.136265623,-86.7680883408
apartment,344651.31,136.0,Distrito Federal,19.3583176,-99.189399
apartment,189000.0,140.0,Quintana Roo,20.613375,-87.089897
apartment,79029.72,90.0,Distrito Federal,19.370046,-99.146155
house,89567.02,155.0,Quintana Roo,21.139271,-86.859673
apartment,268764.78,84.0,Distrito Federal,19.4157753,-99.165401
apartment,233500.0,92.0,Quintana Roo,20.634435,-87.072213
apartment,22133.57,65.0,Distrito Federal,19.408179,-99.148713
house,116437.12,445.0,Distrito Federal,19.461089,-99.103639
apartment,129655.0,98.0,Distrito Federal,19.469769,-99.157379
house,44794.13,240.0,Quintana Roo,21.16914,-86.864693
apartment,79171.92,80.0,Distrito Federal,19.39867,-99.154329
house,64804.37,70.0,Distrito Federal,19.271242,-99.160156
apartment,84825.23,66.0,Distrito Federal,19.367943,-99.218478
apartment,48829.92,70.0,Quintana Roo,20.6541412589,-87.0876703283
apartment,134756.21,73.0,Distrito Federal,19.364891,-99.148384
apartment,86862.09,110.0,Distrito Federal,19.343979,-99.124863
apartment,24460.33,55.0,Distrito Federal,19.409843,-99.125509
apartment,94045.37,65.0,Distrito Federal,19.472155,-99.161186
apartment,39514.86,60.0,Distrito Federal,19.387651,-99.142257
apartment,359000.0,95.0,Quintana Roo,20.6628443771,-87.031954765
apartment,226578.22,74.0,Distrito Federal,19.375626,-99.15461
house,173906.62,230.0,Quintana Roo,21.1401633212,-86.8231782317
apartment,268047.75,87.0,Distrito Federal,19.394358,-99.177444
house,650000.0,300.0,Quintana Roo,20.6140271275,-87.092936039
house,358353.05,198.0,Distrito Federal,19.3726839,-99.1836755
apartment,1500000.0,336.0,Quintana Roo,21.1075626004,-86.7607498169
apartment,84318.36,124.0,Quintana Roo,20.653885064,-87.0866964769
apartment,34254.33,58.0,Distrito Federal,19.328299,-99.070236
apartment,101445.53,130.0,Distrito Federal,19.387209,-99.222038
apartment,38250.38,60.0,Distrito Federal,19.477476,-99.093448
house,50315.59,101.0,Solidaridad,20.677995,-87.053622
apartment,29346.37,60.0,Distrito Federal,19.401371,-99.115535
apartment,87464.49,60.0,Distrito Federal,19.396705,-99.181902
apartment,244570.65,120.0,Distrito Federal,19.356062,-99.191978
house,184402.69,400.0,Othón P. Blanco,18.502813,-88.284763
apartment,42676.05,55.0,Distrito Federal,19.359748,-99.253796
apartment,47909.55,80.0,Distrito Federal,19.445845,-99.149765
apartment,76722.05,100.0,Distrito Federal,19.388044,-99.185753
apartment,45046.94,60.0,Distrito Federal,19.514181,-99.138695
house,123813.23,100.0,Distrito Federal,19.391673,-99.140788
apartment,158059.45,118.0,Distrito Federal,19.311692,-99.126844
house,2400000.0,600.0,Distrito Federal,19.401079,-99.24807
house,403051.6,417.0,Distrito Federal,19.362996,-99.196158
house,71653.61,100.0,Distrito Federal,19.399689,-99.188522
apartment,447835.11,190.0,Distrito Federal,19.3955732459,-99.1732661426
house,3900000.0,1200.0,Quintana Roo,21.1713697276,-86.8076798916
apartment,128506.33,62.0,Distrito Federal,19.39912,-99.141464
house,237145.4,228.0,Quintana Roo,21.1371662556,-86.7524199496
house,175972.85,100.0,Distrito Federal,19.473907,-99.177444
apartment,61626.9,84.0,Distrito Federal,19.39942,-99.141673
house,326733.66,524.0,Distrito Federal,19.271481,-99.175369
apartment,165962.42,85.0,Distrito Federal,19.367025,-99.170349
apartment,750782.39,165.0,Distrito Federal,23.634501,-102.552788
apartment,375000.0,113.0,Quintana Roo,20.2016654,-87.4605774
house,421491.87,494.0,Distrito Federal,19.27034,-99.216289
apartment,44214.44,64.0,Distrito Federal,19.386385,-99.142736
apartment,1200000.0,553.0,Distrito Federal,19.401079,-99.24807
house,632387.73,637.0,Distrito Federal,19.301081,-99.216217
apartment,71970.79,53.0,Distrito Federal,19.408234,-99.14455
house,1753406.18,1000.0,Distrito Federal,19.401079,-99.24807
house,711267.53,500.0,Distrito Federal,19.293456,-99.213157
house,299362.49,195.0,Distrito Federal,19.400249,-99.177444
apartment,233717.24,114.0,Distrito Federal,19.376822,-99.174675
house,136984.85,250.0,Quintana Roo,21.161908,-86.8515279
house,289775.66,211.0,Distrito Federal,19.279032,-99.127632
house,84298.37,200.0,Distrito Federal,23.634501,-102.552788
apartment,273969.71,135.0,Distrito Federal,19.394073,-99.153915
house,113503.05,205.0,Distrito Federal,19.340847,-99.22491
apartment,165158.59,92.0,Distrito Federal,19.355921,-99.180214
apartment,85899.33,80.0,Distrito Federal,19.396893,-99.152302
house,170177.34,138.0,Distrito Federal,19.299458,-99.121243
house,135873.59,279.0,Distrito Federal,19.382139,-99.127632
house,63223.78,180.0,Distrito Federal,19.364245,-99.302638
apartment,58759.36,72.0,Distrito Federal,19.369859,-99.135812
house,105372.96,150.0,Distrito Federal,19.33923,-99.218987
store,260859.94,592.0,Distrito Federal,19.423275,-99.1305663
house,5000000.0,1216.0,Distrito Federal,19.3437444,-99.1561883
apartment,69546.15,60.0,Distrito Federal,19.287188,-99.170525
